x/c,y/c,z/c,p_kinematic_m2_s2,p_physical_Pa,Cp,surface_area_m2
0.05842101449767748,-0.033333333830038704,0.03795230761170387,97581.9921875,119537.94042968751,101.61917062719247,0.0002051885109583333
0.05842101449767748,0.033333333830038704,-0.03795230761170387,100859.546875,123552.94492187501,105.03232485332316,0.0002051885109583333
0.059081525852282844,-0.033333333830038704,-0.03812986984848976,100859.546875,123552.94492187501,105.03232485332316,0.0002051885109583333
0.059081525852282844,0.033333333830038704,0.03812986984848976,97581.9921875,119537.94042968751,101.61917062719247,0.0002051885109583333
0.060414303094148636,-0.033333333830038704,0.03848355015118917,97621.171875,119585.93554687501,101.65997126325176,0.0002084857572203993
0.060414303094148636,0.033333333830038704,-0.03848355015118917,100845.140625,123535.297265625,105.01732258554782,0.0002084857572203993
0.06108656898140907,-0.033333333830038704,-0.038659668217102684,100845.140625,123535.297265625,105.01732258554782,0.0002084857572203993
0.06108656898140907,0.033333333830038704,0.038659668217102684,97621.171875,119585.93554687501,101.65997126325176,0.0002084857572203993
0.06244300057490667,-0.033333333830038704,0.03901049867272377,97657.4296875,119630.35136718751,101.69772914001172,0.00021183635967679632
0.06244300057490667,0.033333333830038704,-0.03901049867272377,100831.0625,123518.05156250001,105.00266201801466,0.00021183635967679632
0.06312716628114383,-0.033333333830038704,-0.039185211062431335,100831.0625,123518.05156250001,105.00266201801466,0.00021183635967679632
0.06312716628114383,0.033333333830038704,0.039185211062431335,97657.4296875,119630.35136718751,101.69772914001172,0.00021183635967679632
0.06450756390889485,-0.033333333830038704,0.03953318918744723,97691.7421875,119672.3841796875,101.7334612224788,0.00021524031383945985
0.06450756390889485,0.033333333830038704,-0.03953318918744723,100816.8515625,123500.64316406251,104.9878631432406,0.00021524031383945985
